epoch,mean_return,mean_length,norm_length,success,pi_loss,v_loss,entropy,kl,clip_frac,grad_norm,best_mmer,best_epoch
0,0.0659111111111111,227.55555555555554,0.9102222222222223,0.1111111111111111,-0.08514891978767183,0.7737503697474798,1.9118291139602661,0.014037357228213901,0.17955460399389267,16.1399810579088,0.0659111111111111,0
1,0.0,227.55555555555554,0.9102222222222223,0.0,0.15216526109725237,0.04640942167801162,1.9129434161716037,0.014686149589225452,0.12511111547549567,2.686605672041575,0.0659111111111111,0
2,0.0766222222222222,227.55555555555554,0.9102222222222223,0.2222222222222222,-0.10730183124542236,0.018494031495518155,1.8783289061652289,0.019301317887387388,0.17417361794246566,1.7713159985012479,0.0766222222222222,2
3,0.0,227.55555555555554,0.9102222222222223,0.0,0.17874096328806546,0.011084172072716884,1.9017556640836928,0.009406178644750993,0.06483333557844162,1.101647158463796,0.0766222222222222,2
4,0.06622222222222222,227.55555555555554,0.9102222222222223,0.2222222222222222,-0.07787635922431946,0.021575904813491635,1.8807295958201091,0.008277780490102613,0.017580871780713398,1.253826744026608,0.0766222222222222,2
5,0.0,227.55555555555554,0.9102222222222223,0.0,0.16244013876550728,0.011944476165808737,1.8548935386869643,0.008766489856119128,0.0,1.1165240208307903,0.0766222222222222,2
6,0.13079999999999997,204.8,0.8192,0.3,-0.27361058498499913,0.03693589829126722,1.860513722896576,0.001428861157035044,0.039384616911411284,1.0423826098442077,0.13079999999999997,6
7,0.07142222222222222,227.55555555555554,0.9102222222222223,0.2222222222222222,-0.07864190638065338,0.008561241686240666,1.884517682923211,0.0002850527571354178,0.0,0.5346976353062524,0.13079999999999997,6
8,0.10062222222222222,227.55555555555554,0.9102222222222223,0.2222222222222222,-0.22916355066829258,0.01643065617988921,1.916240135828654,0.0008498452997021863,0.0018214935229884253,0.5606885436508391,0.13079999999999997,6
9,0.04951111111111111,227.55555555555554,0.9102222222222223,0.1111111111111111,-0.12165938297079669,0.007816080920747481,1.9348273409737482,0.0017785158234396982,0.0,0.3144495677616861,0.13079999999999997,6
10,0.11539999999999999,204.8,0.8192,0.2,-0.26920464634895325,0.02555242525995709,1.9376837611198425,-0.0002838577708985213,0.0,0.38738925717771056,0.13079999999999997,6
11,0.0879111111111111,227.55555555555554,0.9102222222222223,0.1111111111111111,-0.48345598495668834,0.04418081741379057,1.9405116107728746,0.0007138770442907116,0.0,0.44549113139510155,0.13079999999999997,6
12,0.13304,204.8,0.8192,0.2,-0.5086414650082588,0.05395127000520006,1.9426793694496154,0.00014366319430991759,0.0,0.6480284422636032,0.13304,12
13,0.05711111111111111,227.55555555555554,0.9102222222222223,0.1111111111111111,-0.16860949827565086,0.009913522053264186,1.9419725868437026,-0.0005138379635683224,0.0,0.2720799330208037,0.13304,12
14,0.05391111111111112,227.55555555555554,0.9102222222222223,0.1111111111111111,-0.1515102485815684,0.008932756445978561,1.9409607648849487,0.0001286611710042962,0.0,0.19718976649973127,0.13304,12
15,0.12215999999999998,204.8,0.8192,0.3,-0.23795360028743745,0.023433588742045687,1.9407674908638,-6.599796821546989e-05,0.0,0.37166855707764623,0.13304,12
16,0.08488,204.8,0.8191999999999998,0.1,-0.5862806931138038,0.05808689682453405,1.9405561804771423,0.0014697185558588898,0.0,0.43176336735486986,0.13304,12
17,0.0,227.55555555555554,0.9102222222222223,0.0,-0.024205087787575193,0.0005935345357607326,1.9405999051200018,0.0008630194668942042,0.0,0.1580525752570894,0.13304,12
18,0.0719111111111111,227.55555555555554,0.9102222222222223,0.1111111111111111,-0.2828068087498347,0.021994695355210245,1.9392617146174114,0.00029611052933533856,0.0,0.32281245787938434,0.13304,12
19,0.0,227.55555555555554,0.9102222222222223,0.0,-0.14866871055629519,0.00012372947498483377,1.9379265308380127,0.00018008715864286588,0.0,0.1961471446686321,0.13304,12
20,0.07382222222222219,227.55555555555554,0.9102222222222223,0.2222222222222222,-0.1537564992904663,0.01021420699463407,1.9379637373818293,0.0012427439271505136,0.0,0.22082878028353056,0.13304,12
21,0.0,227.55555555555554,0.9102222222222223,0.0,-0.06330322143104342,0.0007474998290288366,1.935963339275784,0.0005641481914564236,0.0,0.2117219650083118,0.13304,12
22,0.1136,204.8,0.8192,0.2,-0.2719019800424576,0.02827188914452563,1.9336582541465759,0.0007384861293530775,0.0,0.47245348393917086,0.13304,12
23,0.0,227.55555555555554,0.9102222222222223,0.0,-0.0374551589290301,0.0003932271130098444,1.9384042686886258,-0.0006715190292349386,0.0,0.20008505632479986,0.13304,12
24,0.041422222222222214,227.55555555555554,0.9102222222222223,0.2222222222222222,0.0046145617961883545,0.0016077817191318092,1.933301395840115,0.0021456499871924783,0.0,0.18324770612849128,0.13304,12
25,0.0,227.55555555555554,0.9102222222222223,0.0,-0.1280923473338286,0.00032950290511103556,1.9283050166236029,-0.0008327812502481416,0.0,0.399344296918975,0.13304,12
26,0.06462222222222222,227.55555555555554,0.9102222222222223,0.2222222222222222,-0.10093774067031012,0.007422838547629201,1.9043456315994263,0.0013274169802267959,0.015774892643094063,0.43569667720132405,0.13304,12
27,0.2570666666666666,170.66666666666666,0.6826666666666666,0.4166666666666667,-0.4201384012897809,0.07523192648568511,1.9149593512217205,0.009788521805603523,0.004956521869947513,1.1025708553691704,0.2570666666666666,27
28,0.0,227.55555555555554,0.9102222222222223,0.0,-0.14651874892943953,0.0019796023843809962,1.907507300376892,0.004625456388389971,0.03075926026536359,0.5319783223999871,0.2570666666666666,27
