epoch,mean_return,mean_length,norm_length,success,pi_loss,v_loss,entropy,kl,clip_frac,grad_norm,best_mmer,best_epoch
0,-0.8772946859903408,204.8,204.8,0.0,0.0001966673880815506,0.024695912934839727,2.7721657037734984,0.00026189778678507023,0.0,0.3417937017977238,-0.8772946859903408,0
1,-0.8734299516908239,204.8,204.8,0.0,0.002429499477148056,0.003836275776848197,2.771838092803955,0.00041175717836381407,0.0,0.1879180043935776,-0.8734299516908239,1
2,-0.8734299516908239,204.8,204.8,0.0,0.0028700005263090135,0.0016748411464504898,2.7715794324874876,-9.735247088897836e-05,0.0,0.12322679311037063,-0.8734299516908239,1
3,-0.86570048309179,204.8,204.8,0.0,-0.0031338263303041457,0.0014788531698286533,2.7714097023010256,0.0001867242237601374,0.0,0.1252967081964016,-0.86570048309179,3
4,-0.8927536231884086,204.8,204.8,0.0,0.0009097188012674451,0.0014079747954383493,2.7714311122894286,0.00010010488354623703,0.0,0.12147867605090142,-0.86570048309179,3
5,-0.8425120772946885,204.8,204.8,0.0,-0.0006887108087539673,0.0012015251093544066,2.771354103088379,-0.00015033577876693015,0.0,0.11909708604216576,-0.8425120772946885,5
6,-0.8676328502415485,204.8,204.8,0.0,-0.00587504506111145,0.0011295923672150821,2.7711124181747437,-0.00012428883960424741,0.0,0.10853890255093575,-0.8425120772946885,5
7,-0.8888888888888916,204.8,204.8,0.0,0.0011840168386697768,0.001027831935789436,2.770698308944702,-7.602725128492693e-05,0.0,0.10427450910210609,-0.8425120772946885,5
8,-0.8743961352657031,204.8,204.8,0.0,-0.0023061349987983704,0.0010944502195343376,2.770225763320923,-0.00010380597156540716,0.0,0.10742973312735557,-0.8425120772946885,5
9,-0.869565217391307,204.8,204.8,0.0,0.003979533724486828,0.001007946371100843,2.770366740226746,0.00015930280720510837,0.0,0.10876282304525375,-0.8425120772946885,5
10,-0.8850241545893747,204.8,204.8,0.0,-0.0030652493238449096,0.0009128192206844688,2.770546054840088,0.0006545273105260207,0.0,0.1014664463698864,-0.8425120772946885,5
11,-0.8492753623188432,204.8,204.8,0.0,-0.002976034581661224,0.0009598354168701917,2.770278573036194,0.00018888572473798603,0.0,0.10362823754549026,-0.8425120772946885,5
12,-0.8676328502415485,204.8,204.8,0.0,0.002603597939014435,0.0011124483309686184,2.7701937437057493,-8.820188850755528e-05,0.0,0.1158330887556076,-0.8425120772946885,5
13,-0.8647342995169108,204.8,204.8,0.0,0.005920043587684632,0.0011249540722928942,2.7700823545455933,0.00011304199081019206,0.0,0.1248253382742405,-0.8425120772946885,5
14,-0.8463768115942054,204.8,204.8,0.0,0.005476977210491896,0.0009309164772275836,2.769697093963623,0.00024223137146464068,0.0,0.11787871792912483,-0.8425120772946885,5
15,-0.8734299516908239,204.8,204.8,0.0,-0.0002912567928433418,0.0009066870086826384,2.7691390991210936,4.288115576400742e-07,0.0,0.10500942766666413,-0.8425120772946885,5
16,-0.8734299516908239,204.8,204.8,0.0,0.00301457941532135,0.0008252711733803153,2.7693561792373655,-1.868827125122152e-05,0.0,0.1082913637161255,-0.8425120772946885,5
17,-0.8685990338164278,204.8,204.8,0.0,0.0004345479421317577,0.000691140693379566,2.7694370269775392,0.00011181629599192889,0.0,0.09306255877017974,-0.8425120772946885,5
18,-0.8763285024154616,204.8,204.8,0.0,0.00163571760058403,0.0008248611935414374,2.769535946846008,0.00018208724952728517,0.0,0.11191436797380447,-0.8425120772946885,5
19,-0.8840579710144955,204.8,204.8,0.0,0.004754478856921196,0.0007286270090844482,2.7697274446487428,0.0001262659341485062,0.0,0.10660790503025055,-0.8425120772946885,5
