epoch,mean_return,mean_length,norm_length,success,pi_loss,v_loss,entropy,belief_loss,kl,clip_frac,grad_norm,eta_mean,alpha_sat,theta_mean,theta_sat,scratch_sat,surprise_mean,surprise_high,alpha_mean,scratch_norm,best_mmer,best_epoch
0,0.0,512.0,0.6059171597633136,0.0,0.25316139683127403,4.713738813763484,1.939037799835205,31.432477980852127,0.006380072209609011,0.09047672152519226,56.2008621096611,0.526191383600235,0.0,0.966044008731842,0.010412816831376404,0.1883472166955471,4.926668040454388,0.5533105134963989,0.0,35.82943934202194,0.0,0
1,0.3028007889546351,341.3333333333333,0.4039447731755424,0.3333333333333333,-0.8516811898443848,2.150361217558384,1.8979605038960774,18.732988834381104,0.021353049491048992,0.2615191141764323,16.530131816864014,0.5260268151760101,0.0,0.8737229804197947,0.0005793885405485829,0.10361471648017566,4.23371156056722,0.8815858860810598,0.0,36.00578816731771,0.3028007889546351,1
2,0.12113905325443787,256.0,0.3029585798816568,0.125,-0.8945539705455303,0.4506575856357813,1.8668802231550217,15.776493191719055,0.062249639886431396,0.4296228177845478,9.40908595919609,0.5251070335507393,0.0,0.8502660915255547,0.0,0.07926000887528062,3.9582509100437164,0.9779105931520462,0.0,34.528952836990356,0.3028007889546351,1
3,0.4097698882314267,227.55555555555554,0.26929651545036165,0.4444444444444444,-1.420163181093004,0.2765433840193307,1.8718623982535467,8.946503109402126,0.008901741575553186,0.03302824993928274,4.2453851997852325,0.5202002194192674,0.0,0.7866664661301507,0.0,0.02506882811172141,2.9860459168752036,0.9417929715580411,0.0,26.34022988213433,0.4097698882314267,3
4,0.39737954353338967,292.57142857142856,0.3462383770076078,0.42857142857142855,-1.2551076071602958,0.23584137710609607,1.8383921044213432,11.980273383004326,-0.006422627553368849,0.07501308939286641,4.3564280441829135,0.5227292690958295,0.0,0.8157382948057992,0.0,0.05121666618755886,3.4586522238595143,0.9525497215134757,0.0,30.647894178118026,0.4097698882314267,3
5,0.5559631821170282,113.77777777777777,0.13464825772518083,0.6111111111111112,-0.5442874257763227,0.20094656127427393,1.8487844665845234,10.647474818759495,0.016080335294513286,0.19616472431355053,4.608278503020604,0.5216498871644338,0.0,0.8030227786964841,0.0,0.039393587658802666,3.254718237453037,0.8384814030594296,0.0,28.81458462609185,0.5559631821170282,5
6,0.24134615384615385,256.0,0.3029585798816568,0.25,-1.5939104231074452,0.32823038153583184,1.7723915874958038,14.818954348564148,0.006725360621032905,0.13478976860642433,7.939342379570007,0.5246419683098793,0.0,0.8419400677084923,0.0,0.06993907876312733,3.8480661511421204,0.9762284904718399,0.0,33.738354206085205,0.5559631821170282,5
7,0.41871214758092584,120.47058823529412,0.14256874347372084,0.47058823529411764,-0.6896230125909343,0.28761346960056794,1.7001624317730175,17.448914696188535,0.014309420738273355,0.15082479925716624,6.995624696507173,0.5259229435640222,0.0,0.8647265539449804,0.0,0.09385952024775393,4.15071616453283,0.9625128858229693,0.0,35.75927027534036,0.5559631821170282,5
8,0.45401972386587774,136.53333333333333,0.16157790927021703,0.5333333333333333,-1.0537920107444128,0.48561326290170354,1.8515473206837971,10.772263717651366,0.04633522202614889,0.31562394723296167,8.382955237229664,0.5215910951296489,0.0,0.8038573265075684,0.0,0.04018158068259557,3.2551908175150555,0.7280278980731965,0.0,28.696085739135743,0.5559631821170282,5
9,0.11275476660092044,227.55555555555554,0.26929651545036154,0.2222222222222222,-0.6724790355397595,0.1518792222098758,1.7766246795654297,14.29740153418647,0.005716978552906464,0.09927966776821348,5.472562842898899,0.5242261952824063,0.0,0.8369489047262404,0.0,0.06828585184282726,3.7689715226491294,0.48448378841082257,0.0,33.08200560675727,0.5559631821170282,5
10,0.04895463510848127,682.6666666666666,0.8078895463510848,0.3333333333333333,-0.05314471758902073,0.10904629404346149,1.6943096319834392,15.356914838155111,-0.0002107830761142182,0.0,4.767529567082723,0.5249283711115519,0.0,0.8466920455296835,0.0,0.07612495124340057,3.912936528523763,0.5255179504553477,0.0,34.200758616129555,0.5559631821170282,5
11,0.3905719921104536,170.66666666666666,0.2019723865877712,0.4166666666666667,-1.0916365285714467,0.25633421410990803,1.7446964184443157,19.34502609570821,0.006700646568522946,0.049717881406346955,6.65326206634442,0.5299115777015686,0.0,13.610440442959467,0.3913680762052536,0.48612750383714837,4.369405249754588,0.6073230616748333,0.013906686333939433,56.13794358571371,0.5559631821170282,5
12,0.3707692307692308,341.3333333333333,0.4039447731755424,0.5,-1.582736565421025,0.24014971680783978,1.7792153358459473,27.545663197835285,0.008164525168557665,0.0,5.005563785632451,0.552454928557078,0.0,33.20779609680176,0.4788937270641327,0.5001058429479599,5.234738906224568,0.9259284734725952,0.02831329374263684,56.659645080566406,0.5559631821170282,5
13,0.0,409.6,0.4847337278106509,0.0,-0.12067329436540604,0.0072499305941164495,1.8202179431915284,28.202076721191407,0.0019639095534557784,0.0,1.01911917924881,0.5523324131965637,0.0,40.612708282470706,0.4771689593791962,0.4961305856704712,5.302806377410889,0.9322595000267029,0.04219672828912735,56.409505462646486,0.5559631821170282,5
14,0.19933727810650886,409.6,0.4847337278106508,0.4,-0.4022213190793991,0.05048173977993429,1.8091076135635376,33.491285705566405,0.004836607451420605,0.0,1.6188516199588776,0.5415955781936646,0.0,47.94262008666992,0.47906542420387266,0.49301862716674805,5.765760040283203,0.8750907182693481,0.055603669583797456,56.24393539428711,0.5559631821170282,5
15,0.0,682.6666666666666,0.8078895463510848,0.0,-0.004669645025084416,0.002368683577515185,1.8045600652694702,30.409274419148762,-0.00023345545520214728,0.0,0.6223608056704203,0.5513083736101786,0.0,47.8535410563151,0.48823070526123047,0.5000128746032715,5.50577449798584,0.7735391656557719,0.07015596826871236,56.590005238850914,0.5559631821170282,5
16,0.1825325443786982,409.6,0.4847337278106509,0.2,-0.7139791518449783,0.08606908330693841,1.8272024869918824,20.806836891174317,0.004595930991081331,0.012121212482452393,2.591899240016937,0.5587604165077209,0.0,41.437085723876955,0.4995481848716736,0.5188558459281921,4.516403865814209,0.6200940012931824,0.08472476154565811,57.702449798583984,0.5559631821170282,5
17,0.3114792899408284,512.0,0.6059171597633136,0.5,-0.40936797484755516,0.05532947741448879,1.8657465875148773,12.156845808029175,0.0013426121342234865,0.0050505055114626884,4.577758833765984,0.5492464601993561,0.0,34.48895835876465,0.487302266061306,0.5107441991567612,3.4771872758865356,0.900793582201004,0.09985458478331566,57.26177787780762,0.5559631821170282,5
18,0.28611439842209074,341.3333333333333,0.4039447731755424,0.3333333333333333,-0.611578993499279,0.1558260020489494,1.8562484780947368,15.542364756266275,0.004493686004427862,0.0029021557420492172,6.577909131844838,0.5482146243254343,0.0,42.22105026245117,0.4896446019411087,0.5098621348539988,3.932849963506063,0.9840791523456573,0.11402789627512296,57.2090638478597,0.5559631821170282,5
19,0.0,682.6666666666666,0.8078895463510848,0.0,-0.06634014596541722,0.0036350167356431484,1.8447667757670085,20.382165273030598,0.0004498695213091726,0.0,0.9405243198076884,0.5584332148234049,0.0,50.3608144124349,0.49371599157651264,0.5082811713218689,4.512006759643555,0.9944453438123068,0.12590313454469046,57.17601013183594,0.5559631821170282,5
20,0.0,682.6666666666666,0.8078895463510848,0.0,0.011313902990271648,0.001172869970711569,1.8374520540237427,22.247212092081707,0.0032260120965664405,0.0,0.5817446808020273,0.563593844572703,0.0,53.55259704589844,0.4947601556777954,0.5128140449523926,4.7139255205790205,0.9948398272196451,0.1379456768433253,57.36868413289388,0.5559631821170282,5
21,0.026597633136094673,512.0,0.6059171597633136,0.25,0.24115319456905127,0.0030482021102216095,1.8583909273147583,24.28178644180298,0.0002518746190105503,0.0,1.1410813182592392,0.5632160753011703,0.0,57.27017021179199,0.4985048770904541,0.5205246061086655,4.920228481292725,0.9910474866628647,0.1493261605501175,57.767276763916016,0.5559631821170282,5
22,0.1898224852071006,512.0,0.6059171597633136,0.25,-0.32946985960006714,0.030230787335312925,1.8816701173782349,22.517210960388184,-0.00033968596545719265,0.0,3.3258124254643917,0.5646941214799881,0.0,57.31049728393555,0.48334138095378876,0.508810892701149,4.737491250038147,0.9950060993432999,0.16472571715712547,57.097320556640625,0.5559631821170282,5
23,0.21245562130177514,512.0,0.6059171597633136,0.25,-0.6153032705187798,0.05491687261383049,1.8631449043750763,22.05086326599121,0.001367436405257827,0.0,3.33938155695796,0.5601882189512253,0.0,58.96578025817871,0.4918055683374405,0.5078359991312027,4.690958261489868,0.9969596564769745,0.1805223524570465,57.05710029602051,0.5559631821170282,5
24,0.41775147928994083,186.1818181818182,0.220333512641205,0.45454545454545453,-0.6581398736346852,0.22594775462692435,1.8719782720912586,16.357874610207297,0.02294465648868993,0.099471776322885,9.070234955711799,0.5656922351230275,0.0,53.24614507501776,0.4878575259988958,0.5111552314324812,4.020741137591275,0.7981836091388356,0.19162069261074066,57.30649948120117,0.5559631821170282,5
25,0.19254437869822486,409.6,0.4847337278106509,0.2,-1.3504669543355703,0.15097918417304754,1.891123080253601,18.52142753601074,-0.0036308066683204744,0.0,6.381934058666229,0.5595682859420776,0.0,58.716864013671874,0.4826939821243286,0.5035677313804626,4.289990043640136,0.7242162704467774,0.2054997980594635,56.83601684570313,0.5559631821170282,5
26,0.20659763313609467,512.0,0.6059171597633136,0.25,-0.5153751336038113,0.05293166893534362,1.903411865234375,18.90898847579956,0.00123914299314265,0.0,2.6667750626802444,0.5578228831291199,0.0,60.17517948150635,0.48130983859300613,0.5009184181690216,4.343283176422119,0.34212155640125275,0.21965624019503593,56.64555740356445,0.5559631821170282,5
27,0.30564102564102563,341.3333333333333,0.4039447731755424,0.3333333333333333,-1.1858984430631,0.16391047255213684,1.9068167408307393,24.582604726155598,0.009416355057785116,0.01412429412206014,6.84501210351785,0.5538160304228464,0.0,68.95846939086914,0.4865148812532425,0.4965330958366394,4.925861835479736,0.7184104770421982,0.2323833853006363,56.441837310791016,0.5559631821170282,5
28,0.34663708086785006,170.66666666666666,0.2019723865877712,0.4166666666666667,-1.5450736214406788,0.2652009626617655,1.823978493611018,34.70239098866781,0.006094406267228199,0.31026122719049454,10.127746601899466,0.5544402400652567,0.0,82.4765116373698,0.4890141735474269,0.49610163023074466,5.821745991706848,0.8200853069623312,0.2461028421918551,56.37447770436605,0.5559631821170282,5
29,0.0,409.6,0.4847337278106509,0.0,0.27840123027563096,0.013239811966195702,1.8385186910629272,36.998876953125,0.00027205954145870237,0.06881029009819031,3.3808716773986816,0.550700843334198,0.0,86.1897476196289,0.4917023479938507,0.4960147440433502,6.049533653259277,0.9709870100021363,0.2597664952278137,56.37100067138672,0.5559631821170282,5
30,0.0,512.0,0.6059171597633136,0.0,0.07339359074831009,0.0027051767974626273,1.8634139895439148,37.37680149078369,-0.0005132918148547105,0.0,0.6636054627597332,0.5502551347017288,0.0,87.15808868408203,0.49213098734617233,0.4960843250155449,6.1088069677352905,0.9961546808481216,0.2734379321336746,56.369717597961426,0.5559631821170282,5
31,0.032721893491124254,512.0,0.6059171597633136,0.25,0.4284125342965126,0.010875248146476224,1.8588431775569916,38.199238777160645,-0.0020653484959858304,0.0,2.883848987519741,0.5509442687034607,0.0,87.89077377319336,0.49179138243198395,0.49602773040533066,6.154882907867432,0.8483913540840149,0.2871106266975403,56.36822986602783,0.5559631821170282,5
32,0.02412228796844183,341.3333333333333,0.4039447731755424,0.16666666666666666,0.23707469180226326,0.006915198250984152,1.8595118323961894,40.9469362894694,0.01891588978363264,0.09990152126799028,1.6311021347840626,0.5515843530495962,0.0,91.23203659057617,0.4919891158739726,0.49606068929036456,6.384665568669637,0.8713891605536143,0.3007819751898448,56.366974512736,0.5559631821170282,5
33,0.46857988165680475,341.3333333333333,0.4039447731755424,0.5,-1.3797111610571544,0.1997130453819409,1.8296462694803874,40.95747375488281,0.0023359808205706636,0.0,8.843567579984665,0.5531877080599467,0.0,91.23461659749348,0.49195778866608936,0.4960554639498393,6.382142225901286,0.3580125818649928,0.3144747813542684,56.365708669026695,0.5559631821170282,5
34,0.0,512.0,0.6059171597633136,0.0,-0.43446522392332554,0.040710076689720154,1.8439092636108398,41.45046043395996,0.0009851779332166188,0.0,4.386341154575348,0.5533256977796555,0.0,91.92706680297852,0.4920891001820564,0.49607735127210617,6.428959965705872,0.06343731432571076,0.3281409218907356,56.36404895782471,0.5559631821170282,5
35,0.4369230769230769,292.57142857142856,0.3462383770076078,0.5714285714285714,-1.2733873916523797,0.33328408122594866,1.823993240083967,39.980712890625,-0.0045452061155028135,0.0,9.777314364910126,0.5527285422597613,0.0,89.23280007498605,0.49112621375492643,0.4959168647016798,6.239592279706683,0.048378520944554894,0.34180874058178495,56.36314719063895,0.5559631821170282,5
36,0.2536568047337278,409.6,0.4847337278106509,0.4,-0.1539839670062065,0.030099048092961312,1.8550695657730103,39.262936401367185,0.0020159381360826956,0.00900900959968567,1.9182336449623107,0.5517746806144714,0.0,89.50872192382812,0.49084959626197816,0.49608797430992124,6.258244800567627,0.003716065874323249,0.3554691672325134,56.367896270751956,0.5559631821170282,5
37,0.5743458251150559,227.55555555555554,0.2692965154503616,0.7777777777777778,-0.6519210934638977,0.16260535937423506,1.8910462194018893,39.75201288859049,0.011272011496379896,0.11842373675770229,6.8509546054734125,0.5514607893096076,0.0,89.71365865071614,0.49083175261815387,0.49603312214215595,6.272344854142931,0.01597758924536821,0.369142257504993,56.36568917168511,0.5743458251150559,37
38,0.3203313609467456,409.6,0.4847337278106509,0.4,-1.348065695166588,0.2179183080792427,1.9042047023773194,41.84697952270508,-0.0010456606844854832,0.0,9.411847901344299,0.5511865377426147,0.0,91.99105072021484,0.49180443286895753,0.4960829257965088,6.43104829788208,0.0163443531608209,0.38281422257423403,56.362545776367185,0.5743458251150559,37
39,0.150387902695595,227.55555555555554,0.2692965154503616,0.2222222222222222,-0.6704064190594686,0.10363576157639424,1.8663762940300836,40.15364117092557,-0.0009375217939830489,0.03048332656423251,4.706151806645924,0.551031059688992,0.0,89.70572492811415,0.49148110879792106,0.49606862995359635,6.270911799536811,0.03406777529097679,0.39648634526464677,56.36547512478299,0.5743458251150559,37
40,0.37884615384615383,256.0,0.3029585798816568,0.5,-1.3571396926417947,0.22787406953284517,1.8527885675430298,40.31184482574463,0.009358937957017588,0.14588581770658493,7.837149914354086,0.5511701628565788,0.0,90.01568126678467,0.49134473130106926,0.4960937537252903,6.293337643146515,0.03353669849457219,0.41015633195638657,56.364975452423096,0.5743458251150559,37
