epoch,mean_return,mean_length,norm_length,success,pi_loss,v_loss,entropy,kl,clip_frac,grad_norm,best_mmer,best_epoch
0,-0.42117930204572573,682.6666666666666,682.6666666666666,0.0,-0.061116580540935196,0.006246449192985892,1.3784180879592896,0.0006357329779843232,0.0,0.3647359013557434,-0.42117930204572573,0
1,-0.3417569193742463,682.6666666666666,682.6666666666666,0.6666666666666666,-0.006689239293336868,0.0022322236327454448,1.3781896432240803,-0.00021733527252839244,0.0,0.2626595099767049,-0.3417569193742463,1
2,-0.385880465302846,682.6666666666666,682.6666666666666,0.3333333333333333,0.005103856325149536,0.0005902371485717595,1.3765203555425007,-0.0001494701030253509,0.0,0.14739186068375906,-0.3417569193742463,1
3,-0.4171680705976711,682.6666666666666,682.6666666666666,0.3333333333333333,-0.08331183592478435,0.0009645770769566298,1.374408483505249,-3.2800013817298655e-05,0.0,0.18888512253761292,-0.3417569193742463,1
4,-0.3393501805054136,682.6666666666666,682.6666666666666,0.0,-0.08772218475739162,0.0002749804698396474,1.3725647528966267,-0.0002732305881541682,0.0,0.1362351973851522,-0.3393501805054136,4
5,-0.41877256317689304,682.6666666666666,682.6666666666666,0.0,0.10409657160441081,0.00018960630404762924,1.3709673484166462,0.0002228330176497669,0.0,0.1371607407927513,-0.3393501805054136,4
6,-0.44524669073405265,682.6666666666666,682.6666666666666,0.0,0.10397704442342122,0.0002404853560922978,1.3693934679031372,0.0004563921420602431,0.0,0.17211264371871948,-0.3393501805054136,4
7,-0.4444444444444417,682.6666666666666,682.6666666666666,0.6666666666666666,-0.01503408948580424,0.00019946906832046807,1.3708666165669758,0.0002585456419955297,0.0,0.14824353158473969,-0.3393501805054136,4
8,-0.4516646610509396,682.6666666666666,682.6666666666666,0.0,-0.12812532981236777,0.00011798913086143632,1.3733523686726887,-0.00012015852991946001,0.0,0.18501141170660654,-0.3393501805054136,4
9,-0.41075010028078407,682.6666666666666,682.6666666666666,0.0,0.06920687357584636,0.0002148428805715715,1.3750107685724895,-3.5729507497232284e-05,0.0,0.1611120601495107,-0.3393501805054136,4
10,-0.41957480946650394,682.6666666666666,682.6666666666666,0.0,0.13711288571357727,0.00018909772916231304,1.375849445660909,0.00019076067570722444,0.0,0.14850357174873352,-0.3393501805054136,4
11,-0.4187725631768924,682.6666666666666,682.6666666666666,0.3333333333333333,-0.21075294415156046,0.00018375790144394463,1.3771953582763672,0.00035786413659858834,0.0,0.18848426888386408,-0.3393501805054136,4
12,-0.41556357801844945,682.6666666666666,682.6666666666666,1.0,0.07603231072425842,0.00010492415579695565,1.3778512477874756,0.00014435238547605422,0.0,0.17996886869271597,-0.3393501805054136,4
