epoch,mean_return,mean_length,norm_length,success,pi_loss,v_loss,entropy,kl,clip_frac,grad_norm,best_mmer,best_epoch
0,-0.48015303682448573,49.951219512195124,49.951219512195124,0.1951219512195122,-0.019461389585602576,0.027333684742632435,1.370940946951145,0.006946353828081511,0.02725968559885897,0.6932147643188151,-0.48015303682448573,0
1,-0.4878048780487803,49.951219512195124,49.951219512195124,0.21951219512195122,-0.023145435809543948,0.023861712162814488,1.3616408545796463,0.007987867476450314,0.011477762288073214,0.7202339332278181,-0.48015303682448573,0
2,-0.5566714490674318,49.951219512195124,49.951219512195124,0.17073170731707318,-0.0043834972751849305,0.025752018705555577,1.3506552795084512,0.003929100068528608,0.0,0.7264873868808513,-0.48015303682448573,0
3,-0.4610234337637493,49.951219512195124,49.951219512195124,0.2682926829268293,0.007278339676104668,0.015856311559995135,1.3641532892134132,0.0031377119485169695,0.0019129603737738075,0.6601335693423341,-0.4610234337637493,3
4,-0.48015303682448573,49.951219512195124,49.951219512195124,0.2926829268292683,-0.024259392240243715,0.012982034581577087,1.3574295276548805,0.006666041852274314,0.0411286481269976,0.6192729465845155,-0.4610234337637493,3
5,-0.4648493543758966,49.951219512195124,49.951219512195124,0.17073170731707318,-0.006828869670266058,0.011913865622950763,1.3691284627449223,0.005822794329943219,0.0033476806995345323,0.5909027257343618,-0.4610234337637493,3
6,-0.44667623146819685,49.951219512195124,49.951219512195124,0.1951219512195122,0.008022392963672556,0.007677889423354007,1.3746454424974395,0.008342519553768465,0.010521281919464833,0.57585461292325,-0.44667623146819685,6
7,-0.49450023912003815,49.951219512195124,49.951219512195124,0.17073170731707318,-0.006295480288383438,0.009582789143456555,1.3623522549140743,0.010210286405564569,0.0,0.564529068949746,-0.44667623146819685,6
8,-0.522238163558106,49.951219512195124,49.951219512195124,0.36585365853658536,-8.692649738272516e-05,0.011208584935336215,1.3610585317379091,0.002718709977904016,0.007173601583373256,0.5806284815799899,-0.44667623146819685,6
9,-0.5260640841702533,49.951219512195124,49.951219512195124,0.21951219512195122,0.0014235515647181651,0.007105298294890218,1.3708331643081293,-0.0007115828117515243,0.0,0.5325139357549388,-0.44667623146819685,6
10,-0.4973696795791486,49.951219512195124,49.951219512195124,0.24390243902439024,-0.0030176028972718773,0.007502570668826016,1.3674366386925303,0.0037519144402777763,0.0009564801868869037,0.5599112826876524,-0.44667623146819685,6
11,-0.48971783835485394,49.951219512195124,49.951219512195124,0.1951219512195122,0.007011475047187471,0.007779132699730192,1.3607460609296473,0.0062772262331902045,0.006217121214764874,0.5686622003956538,-0.44667623146819685,6
12,-0.473457675753228,49.951219512195124,49.951219512195124,0.24390243902439024,-0.002907900821144988,0.009055072966985768,1.3495544747608463,0.000858814881134671,0.0,0.5835030173383108,-0.44667623146819685,6
13,-0.48589191774270674,49.951219512195124,49.951219512195124,0.24390243902439024,0.0018574286524842426,0.011600534144857125,1.3394324546907006,-4.387613499580411e-05,0.0,0.6171902036521493,-0.44667623146819685,6
